,ID,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19
4213,34,-71.0,-44.0,-57.0,-58.0,,-58.0,-45.0,-72.0,-68.0,-44.0,-61.0,,-64.0,-56.0,-65.0,-73.0,-67.0,-68.0,-43.0
4214,34,-75.0,-77.0,-75.0,-69.0,-79.0,-59.0,-63.0,-72.0,-67.0,-67.0,-68.0,-76.0,-68.0,-55.0,-53.0,-56.0,-63.0,-64.0,-71.0
4214,34,-71.0,-44.0,-57.0,-58.0,,-58.0,-45.0,-72.0,-68.0,-44.0,-61.0,,-64.0,-56.0,-65.0,-73.0,-67.0,-68.0,-43.0
4215,34,-71.0,-44.0,-57.0,-58.0,,-58.0,-45.0,-72.0,-68.0,-44.0,-61.0,,-64.0,-56.0,-65.0,-73.0,-67.0,-68.0,-43.0
4215,34,-68.0,-77.0,-84.0,-69.0,-79.0,-66.0,-66.0,-72.0,-59.0,-75.0,-64.0,-68.0,-68.0,-57.0,-56.0,-54.0,-71.0,-68.0,-71.0
4216,34,-68.0,-77.0,-84.0,-69.0,-79.0,-66.0,-66.0,-72.0,-59.0,-75.0,-64.0,-68.0,-68.0,-57.0,-56.0,-54.0,-71.0,-68.0,-71.0
4216,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4217,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4217,34,-67.0,-80.0,-74.0,-71.0,-78.0,-56.0,-64.0,-72.0,-63.0,-75.0,-64.0,-68.0,-74.0,-59.0,-57.0,-58.0,-71.0,-82.0,-71.0
4218,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4218,34,-67.0,-80.0,-74.0,-71.0,-78.0,-56.0,-64.0,-72.0,-63.0,-75.0,-64.0,-68.0,-74.0,-59.0,-57.0,-58.0,-71.0,-82.0,-71.0
4219,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4219,34,-69.0,-80.0,-74.0,-70.0,-68.0,-53.0,-62.0,-75.0,-62.0,-79.0,-65.0,-68.0,-74.0,-64.0,-60.0,-63.0,-65.0,-67.0,-68.0
4220,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4220,34,-69.0,-80.0,-74.0,-70.0,-68.0,-53.0,-62.0,-75.0,-62.0,-79.0,-65.0,-68.0,-74.0,-64.0,-60.0,-63.0,-65.0,-67.0,-68.0
4221,34,-64.0,-78.0,-73.0,-71.0,-70.0,-57.0,-65.0,-62.0,-69.0,-76.0,-65.0,-68.0,-70.0,-54.0,-57.0,-62.0,-64.0,-67.0,-65.0
4221,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4222,34,-64.0,-78.0,-73.0,-71.0,-70.0,-57.0,-65.0,-62.0,-69.0,-76.0,-65.0,-68.0,-70.0,-54.0,-57.0,-62.0,-64.0,-67.0,-65.0
4222,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4223,34,-64.0,-78.0,-76.0,-74.0,-75.0,-55.0,-65.0,-69.0,-69.0,-70.0,-67.0,-71.0,-73.0,-56.0,-58.0,-63.0,-62.0,-67.0,-65.0
4223,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4224,34,-67.0,-58.0,-53.0,-60.0,,-61.0,-59.0,-64.0,-68.0,-59.0,-64.0,-66.0,-68.0,-54.0,-71.0,-74.0,,-68.0,-64.0
4224,34,-64.0,-78.0,-76.0,-74.0,-75.0,-55.0,-65.0,-69.0,-69.0,-70.0,-67.0,-71.0,-73.0,-56.0,-58.0,-63.0,-62.0,-67.0,-65.0
4225,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4225,34,-64.0,-78.0,-76.0,-74.0,-75.0,-55.0,-65.0,-69.0,-69.0,-70.0,-67.0,-71.0,-73.0,-56.0,-58.0,-63.0,-62.0,-67.0,-65.0
4226,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4226,34,-64.0,-78.0,-76.0,-73.0,-72.0,-56.0,,-65.0,-70.0,-69.0,-62.0,-71.0,-67.0,-57.0,-54.0,,-61.0,,-65.0
4227,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4227,34,-64.0,-78.0,-76.0,-73.0,-72.0,-56.0,,-65.0,-70.0,-69.0,-62.0,-71.0,-67.0,-57.0,-54.0,,-61.0,,-65.0
4228,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4228,34,-69.0,-75.0,-80.0,-72.0,-76.0,-59.0,-57.0,-72.0,-66.0,-72.0,-69.0,-70.0,-67.0,-60.0,-54.0,-57.0,-70.0,-78.0,-63.0
4229,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4229,34,-69.0,-75.0,-80.0,-72.0,-76.0,-59.0,-57.0,-72.0,-66.0,-72.0,-69.0,-70.0,-67.0,-60.0,-54.0,-57.0,-70.0,-78.0,-63.0
4230,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4230,34,-69.0,-75.0,-80.0,-72.0,-76.0,-59.0,-57.0,-72.0,-66.0,-72.0,-69.0,-70.0,-67.0,-60.0,-54.0,-57.0,-70.0,-78.0,-63.0
4231,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4231,34,-84.0,-77.0,-74.0,-73.0,-73.0,-56.0,-61.0,-72.0,-66.0,-72.0,-61.0,-68.0,-70.0,-59.0,-56.0,-85.0,-70.0,-72.0,-66.0
4232,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4232,34,-84.0,-77.0,-74.0,-73.0,-73.0,-56.0,-61.0,-72.0,-66.0,-72.0,-61.0,-68.0,-70.0,-59.0,-56.0,-85.0,-70.0,-72.0,-66.0
4233,34,-84.0,-77.0,-74.0,-73.0,-73.0,-56.0,-61.0,-72.0,-66.0,-72.0,-61.0,-68.0,-70.0,-59.0,-56.0,-85.0,-70.0,-72.0,-66.0
4233,34,-71.0,-63.0,-54.0,-64.0,-77.0,-60.0,-63.0,-65.0,-75.0,-62.0,-63.0,-68.0,-71.0,-59.0,-72.0,-76.0,-78.0,-73.0,-69.0
4234,34,-72.0,-77.0,-74.0,-74.0,-72.0,-62.0,-62.0,-72.0,-73.0,-72.0,-61.0,-67.0,-71.0,-57.0,-53.0,-58.0,-69.0,-67.0,-66.0
4234,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4235,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4235,34,-76.0,-80.0,-74.0,-75.0,-72.0,-63.0,-64.0,-70.0,-68.0,-74.0,-62.0,-69.0,-66.0,-57.0,-56.0,-60.0,-68.0,-71.0,-70.0
4236,34,-76.0,-80.0,-74.0,-75.0,-72.0,-63.0,-64.0,-70.0,-68.0,-74.0,-62.0,-69.0,-66.0,-57.0,-56.0,-60.0,-68.0,-71.0,-70.0
4236,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4237,34,-76.0,-80.0,-74.0,-75.0,-72.0,-63.0,-64.0,-70.0,-68.0,-74.0,-62.0,-69.0,-66.0,-57.0,-56.0,-60.0,-68.0,-71.0,-70.0
4237,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4238,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4238,34,-76.0,-80.0,-74.0,-75.0,-71.0,,-64.0,-70.0,-68.0,-77.0,-64.0,-69.0,,-57.0,,-62.0,-68.0,-71.0,-70.0
4239,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4239,34,-76.0,-80.0,-74.0,-75.0,-76.0,-62.0,-70.0,-63.0,-65.0,-74.0,-61.0,-64.0,-64.0,-59.0,-58.0,-59.0,-68.0,-68.0,-71.0
4240,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4240,34,-76.0,-80.0,-74.0,-75.0,-76.0,-62.0,-70.0,-63.0,-65.0,-74.0,-61.0,-64.0,-64.0,-59.0,-58.0,-59.0,-68.0,-68.0,-71.0
4241,34,-76.0,-80.0,-76.0,-73.0,-76.0,-62.0,-70.0,-66.0,-64.0,-74.0,-65.0,-74.0,-64.0,-55.0,-58.0,-57.0,-64.0,-68.0,-71.0
4241,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4242,34,-76.0,-80.0,-76.0,-73.0,-76.0,-62.0,-70.0,-66.0,-64.0,-74.0,-65.0,-74.0,-64.0,-55.0,-58.0,-57.0,-64.0,-68.0,-71.0
4242,34,,-58.0,-56.0,-68.0,-71.0,-58.0,-57.0,-72.0,-64.0,-72.0,-68.0,-65.0,-65.0,-56.0,-70.0,-75.0,-71.0,-69.0,-64.0
4243,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4243,34,-69.0,-80.0,-72.0,-70.0,-75.0,-60.0,-59.0,-64.0,-62.0,-71.0,-65.0,-71.0,-67.0,-56.0,-55.0,-54.0,-61.0,-58.0,-70.0
4244,34,-69.0,-80.0,-72.0,-70.0,-75.0,-60.0,-59.0,-64.0,-62.0,-71.0,-65.0,-71.0,-67.0,-56.0,-55.0,-54.0,-61.0,-58.0,-70.0
4244,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4245,34,-71.0,-74.0,-72.0,-71.0,-75.0,-63.0,-56.0,-65.0,-68.0,-69.0,-63.0,-74.0,-66.0,-57.0,-56.0,-53.0,-63.0,-65.0,-68.0
4245,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4246,34,-71.0,-74.0,-72.0,-71.0,-75.0,-63.0,-56.0,-65.0,-68.0,-69.0,-63.0,-74.0,-66.0,-57.0,-56.0,-53.0,-63.0,-65.0,-68.0
4246,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4247,34,-71.0,-74.0,-72.0,-73.0,-74.0,-61.0,-62.0,-67.0,-68.0,-71.0,-64.0,-74.0,-74.0,-57.0,-55.0,-53.0,-62.0,-64.0,-70.0
4247,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4248,34,-71.0,-74.0,-72.0,-73.0,-74.0,-61.0,-62.0,-67.0,-68.0,-71.0,-64.0,-74.0,-74.0,-57.0,-55.0,-53.0,-62.0,-64.0,-70.0
4248,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4249,34,-71.0,-74.0,-72.0,-71.0,-76.0,-63.0,-57.0,-67.0,-66.0,-71.0,-62.0,-72.0,-74.0,-59.0,-55.0,-55.0,-62.0,-64.0,-68.0
4249,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4250,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4250,34,-71.0,-74.0,-72.0,-71.0,-76.0,-63.0,-57.0,-67.0,-66.0,-71.0,-62.0,-72.0,-74.0,-59.0,-55.0,-55.0,-62.0,-64.0,-68.0
4251,34,-73.0,-46.0,-53.0,-47.0,-79.0,-54.0,-55.0,-72.0,-64.0,-64.0,-48.0,-71.0,-66.0,-57.0,-69.0,-48.0,-75.0,-72.0,-63.0
4251,34,-71.0,-74.0,-72.0,-72.0,-76.0,-63.0,-57.0,-67.0,-66.0,-71.0,-61.0,-72.0,-70.0,-59.0,-57.0,-62.0,-66.0,-64.0,-68.0
4252,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4252,34,-71.0,-74.0,-72.0,-72.0,-76.0,-63.0,-57.0,-67.0,-66.0,-71.0,-61.0,-72.0,-70.0,-59.0,-57.0,-62.0,-66.0,-64.0,-68.0
4253,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4253,34,,,,,,,,,,,,,,,,,,,
4254,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4254,35,-70.0,-68.0,-70.0,-74.0,-75.0,-62.0,-70.0,-76.0,-63.0,-73.0,-75.0,-67.0,-64.0,-51.0,-48.0,-55.0,-67.0,-60.0,-74.0
4255,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4255,35,-64.0,-68.0,-76.0,-74.0,-73.0,-61.0,-69.0,-67.0,-65.0,-69.0,-71.0,-63.0,-65.0,-59.0,-43.0,-59.0,-61.0,-60.0,-64.0
4256,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4256,35,-64.0,-68.0,-76.0,-74.0,-73.0,-61.0,-69.0,-67.0,-65.0,-69.0,-71.0,-63.0,-65.0,-59.0,-43.0,-59.0,-61.0,-60.0,-64.0
4257,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4257,35,-63.0,-71.0,-76.0,-71.0,-75.0,-62.0,-66.0,-68.0,-70.0,-68.0,-70.0,-62.0,-64.0,-59.0,-60.0,-59.0,-61.0,-58.0,-65.0
4258,35,-63.0,-71.0,-76.0,-71.0,-75.0,-62.0,-66.0,-68.0,-70.0,-68.0,-70.0,-62.0,-64.0,-59.0,-60.0,-59.0,-61.0,-58.0,-65.0
4258,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4259,35,-64.0,-69.0,-76.0,-72.0,-72.0,-58.0,-71.0,-68.0,-68.0,-68.0,-69.0,-64.0,-64.0,-57.0,-44.0,-55.0,-62.0,-60.0,-67.0
4259,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4260,34,-74.0,-65.0,-54.0,-60.0,-77.0,-56.0,-62.0,-74.0,-69.0,-63.0,-57.0,-70.0,-74.0,-64.0,-62.0,-69.0,-73.0,-73.0,-65.0
4260,35,-64.0,-69.0,-76.0,-72.0,-72.0,-58.0,-71.0,-68.0,-68.0,-68.0,-69.0,-64.0,-64.0,-57.0,-44.0,-55.0,-62.0,-60.0,-67.0
4261,35,-66.0,-68.0,-76.0,-90.0,-71.0,-67.0,-61.0,-68.0,-64.0,-68.0,-70.0,-64.0,-66.0,-56.0,-43.0,-57.0,-63.0,-59.0,-66.0
4261,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4262,35,-66.0,-68.0,-76.0,-90.0,-71.0,-67.0,-61.0,-68.0,-64.0,-68.0,-70.0,-64.0,-66.0,-56.0,-43.0,-57.0,-63.0,-59.0,-66.0
4262,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4263,35,-66.0,-68.0,-76.0,-90.0,-71.0,-67.0,-61.0,-68.0,-64.0,-68.0,-70.0,-64.0,-66.0,-56.0,-43.0,-57.0,-63.0,-59.0,-66.0
4263,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4264,35,-66.0,-68.0,-74.0,-74.0,-71.0,-60.0,-66.0,-68.0,-60.0,-68.0,-68.0,,-66.0,-56.0,-44.0,-57.0,,-58.0,-66.0
4264,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4265,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4265,35,-66.0,-68.0,-74.0,-74.0,-71.0,-60.0,-66.0,-68.0,-60.0,-68.0,-68.0,,-66.0,-56.0,-44.0,-57.0,,-58.0,-66.0
4266,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4266,35,-66.0,-68.0,-74.0,-74.0,-71.0,-60.0,-66.0,-68.0,-60.0,-68.0,-68.0,,-66.0,-56.0,-44.0,-57.0,,-58.0,-66.0
4267,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4267,35,-66.0,-76.0,-74.0,-72.0,-71.0,-60.0,-68.0,-64.0,-67.0,-69.0,-76.0,,-66.0,-55.0,-43.0,-56.0,-66.0,-60.0,-65.0
4268,35,-66.0,-76.0,-74.0,-72.0,-71.0,-60.0,-68.0,-64.0,-67.0,-69.0,-76.0,,-66.0,-55.0,-43.0,-56.0,-66.0,-60.0,-65.0
4268,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4269,35,-66.0,-76.0,-74.0,-72.0,-71.0,,-68.0,-64.0,-67.0,-69.0,,,-66.0,,-44.0,,-66.0,-61.0,
4269,34,-73.0,-66.0,-57.0,-60.0,-73.0,-59.0,-50.0,-68.0,-62.0,,-64.0,-70.0,-71.0,-56.0,-68.0,-75.0,,-72.0,-62.0
4270,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4270,35,-66.0,-76.0,-74.0,-72.0,-71.0,,-68.0,-64.0,-67.0,-69.0,,,-66.0,,-44.0,,-66.0,-61.0,
4271,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4271,35,-66.0,-76.0,-74.0,-72.0,-71.0,,-68.0,-64.0,-67.0,-69.0,,,-66.0,,-44.0,,-66.0,-61.0,
4272,35,-66.0,-76.0,-74.0,-73.0,-72.0,-65.0,-68.0,-69.0,-71.0,-71.0,-71.0,-68.0,-67.0,-67.0,-49.0,-59.0,-65.0,-59.0,-66.0
4272,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4273,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4273,35,,-76.0,-74.0,-73.0,-72.0,-63.0,-68.0,-69.0,-71.0,-69.0,-71.0,-68.0,-66.0,-57.0,-88.0,-59.0,-66.0,-63.0,-66.0
4274,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4274,35,,-76.0,-74.0,-73.0,-72.0,-63.0,-68.0,-69.0,-71.0,-69.0,-71.0,-68.0,-66.0,-57.0,-88.0,-59.0,-66.0,-63.0,-66.0
4275,35,-69.0,-76.0,-78.0,-74.0,-70.0,-64.0,-66.0,-69.0,-71.0,-69.0,-68.0,-66.0,-66.0,-57.0,-44.0,-58.0,-68.0,-70.0,-65.0
4275,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4276,35,-69.0,-76.0,-78.0,-74.0,-70.0,-64.0,-66.0,-69.0,-71.0,-69.0,-68.0,-66.0,-66.0,-57.0,-44.0,-58.0,-68.0,-70.0,-65.0
4276,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4277,35,-69.0,-76.0,-74.0,-74.0,-72.0,-62.0,-65.0,-69.0,-66.0,-70.0,-69.0,-65.0,-68.0,-55.0,-42.0,-55.0,-66.0,-57.0,-62.0
4277,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4278,34,-69.0,-62.0,-55.0,-60.0,-77.0,-63.0,-57.0,-69.0,-73.0,-64.0,-63.0,-64.0,-71.0,-63.0,-66.0,,-74.0,-74.0,-68.0
4278,35,-69.0,-76.0,-74.0,-74.0,-72.0,-62.0,-65.0,-69.0,-66.0,-70.0,-69.0,-65.0,-68.0,-55.0,-42.0,-55.0,-66.0,-57.0,-62.0
4279,35,-69.0,-76.0,-74.0,-74.0,-72.0,-62.0,-65.0,-69.0,-66.0,-70.0,-69.0,-65.0,-68.0,-55.0,-42.0,-55.0,-66.0,-57.0,-62.0
4279,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4280,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4280,35,-69.0,-71.0,-76.0,-72.0,-71.0,-62.0,-64.0,-85.0,-67.0,-73.0,-63.0,-65.0,-68.0,-58.0,-44.0,-90.0,-66.0,-59.0,-62.0
4281,35,-69.0,-71.0,-76.0,-72.0,-71.0,-62.0,-64.0,-85.0,-67.0,-73.0,-63.0,-65.0,-68.0,-58.0,-44.0,-90.0,-66.0,-59.0,-62.0
4281,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4282,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4282,35,-67.0,-69.0,-73.0,-71.0,-72.0,-62.0,-64.0,-69.0,-67.0,-69.0,-65.0,-62.0,-63.0,-61.0,-44.0,-60.0,-63.0,-60.0,-66.0
4283,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4283,35,-67.0,-69.0,-73.0,-71.0,-72.0,-62.0,-64.0,-69.0,-67.0,-69.0,-65.0,-62.0,-63.0,-61.0,-44.0,-60.0,-63.0,-60.0,-66.0
4284,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
4284,35,-64.0,-70.0,-73.0,-72.0,-73.0,-62.0,-68.0,-68.0,-70.0,-70.0,-64.0,-69.0,-63.0,-59.0,-44.0,-54.0,-65.0,-62.0,-65.0
4285,34,,-58.0,-53.0,-58.0,-66.0,-62.0,-60.0,-65.0,-62.0,-69.0,-67.0,-66.0,-66.0,-55.0,-60.0,-75.0,-72.0,-68.0,-62.0
